Country Name,Indicator Name,Year Of Birth,Value
Gabon,Customers local visits (per year),2002,59.00280488
Gabon,Customers density,2002,5.003267746
Gabon,"Services, etc., value added",2002,38.51493759
Gabon,New products value added,2007,5.300878407
Gabon,Domestic credit provided,2007,2.316450055
Gabon,Exports of goods and services,2007,58.52860459
Gabon,Parents rate,2007,4.164
Gabon,Imports of goods and services,2007,26.60387458
Gabon,"Industry, value added",2007,61.18158663
Gabon,Customers local visits (per year),2007,60.39278049
Gabon,Customers density,2007,5.592044087
Gabon,"Services, etc., value added",2007,33.51753496
"Gambia, The",New products value added,1962,
"Gambia, The",Domestic credit provided,1962,
"Gambia, The",Exports of goods and services,1962,
"Gambia, The",Parents rate,1962,5.672
"Gambia, The",Imports of goods and services,1962,
"Gambia, The","Industry, value added",1962,
"Gambia, The",Customers local visits (per year),1962,32.66109756
"Gambia, The",Customers density,1962,37.89772727
"Gambia, The","Services, etc., value added",1962,
"Gambia, The",New products value added,1967,
"Gambia, The",Domestic credit provided,1967,5.203228822
"Gambia, The",Exports of goods and services,1967,40.52147025
"Gambia, The",Parents rate,1967,5.938
"Gambia, The",Imports of goods and services,1967,47.18984831
"Gambia, The","Industry, value added",1967,
"Gambia, The",Customers local visits (per year),1967,35.44326829
"Gambia, The",Customers density,1967,41.14051383
"Gambia, The","Services, etc., value added",1967,
"Gambia, The",New products value added,1972,
"Gambia, The",Domestic credit provided,1972,10.18581081
"Gambia, The",Exports of goods and services,1972,33.77305743
"Gambia, The",Parents rate,1972,6.185
"Gambia, The",Imports of goods and services,1972,40.75574324
"Gambia, The","Industry, value added",1972,
"Gambia, The",Customers local visits (per year),1972,39.6137561
"Gambia, The",Customers density,1972,46.89110672
"Gambia, The","Services, etc., value added",1972,
"Gambia, The",New products value added,1977,
"Gambia, The",Domestic credit provided,1977,26.11399775
"Gambia, The",Exports of goods and services,1977,36.73550079
"Gambia, The",Parents rate,1977,6.333
"Gambia, The",Imports of goods and services,1977,47.51711747
"Gambia, The","Industry, value added",1977,
"Gambia, The",Customers local visits (per year),1977,43.88868293
"Gambia, The",Customers density,1977,54.52796443
"Gambia, The","Services, etc., value added",1977,
"Gambia, The",New products value added,1982,
"Gambia, The",Domestic credit provided,1982,58.91179617
"Gambia, The",Exports of goods and services,1982,44.33438681
"Gambia, The",Parents rate,1982,6.303
"Gambia, The",Imports of goods and services,1982,59.63816024
"Gambia, The","Industry, value added",1982,
"Gambia, The",Customers local visits (per year),1982,47.92229268
"Gambia, The",Customers density,1982,64.05158103
"Gambia, The","Services, etc., value added",1982,
"Gambia, The",New products value added,1987,
"Gambia, The",Domestic credit provided,1987,13.17934913
"Gambia, The",Exports of goods and services,1987,49.41808688
"Gambia, The",Parents rate,1987,6.164
"Gambia, The",Imports of goods and services,1987,59.28690415
"Gambia, The","Industry, value added",1987,
"Gambia, The",Customers local visits (per year),1987,51.11846341
"Gambia, The",Customers density,1987,79.45988142
"Gambia, The","Services, etc., value added",1987,
"Gambia, The",New products value added,1992,
"Gambia, The",Domestic credit provided,1992,4.378927852
"Gambia, The",Exports of goods and services,1992,30.59270667
"Gambia, The",Parents rate,1992,6.083
"Gambia, The",Imports of goods and services,1992,36.85037698
"Gambia, The","Industry, value added",1992,
"Gambia, The",Customers local visits (per year),1992,52.71143902
"Gambia, The",Customers density,1992,96.80839921
"Gambia, The","Services, etc., value added",1992,
"Gambia, The",New products value added,1997,
"Gambia, The",Domestic credit provided,1997,5.045090943
"Gambia, The",Exports of goods and services,1997,22.93220255
"Gambia, The",Parents rate,1997,5.995
"Gambia, The",Imports of goods and services,1997,25.38529555
"Gambia, The","Industry, value added",1997,
"Gambia, The",Customers local visits (per year),1997,54.2104878
"Gambia, The",Customers density,1997,111.3424901
"Gambia, The","Services, etc., value added",1997,
"Gambia, The",New products value added,2002,
"Gambia, The",Domestic credit provided,2002,17.4037884
"Gambia, The",Exports of goods and services,2002,27.15738458
"Gambia, The",Parents rate,2002,5.867
"Gambia, The",Imports of goods and services,2002,32.48556634
"Gambia, The","Industry, value added",2002,
"Gambia, The",Customers local visits (per year),2002,56.5675122
"Gambia, The",Customers density,2002,129.2167984
"Gambia, The","Services, etc., value added",2002,
"Gambia, The",New products value added,2007,22.94982116
"Gambia, The",Domestic credit provided,2007,20.84516427
"Gambia, The",Exports of goods and services,2007,14.73448008
"Gambia, The",Parents rate,2007,5.799
"Gambia, The",Imports of goods and services,2007,42.06748538
"Gambia, The","Industry, value added",2007,15.35476745
"Gambia, The",Customers local visits (per year),2007,58.56943902
"Gambia, The",Customers density,2007,151.8205534
"Gambia, The","Services, etc., value added",2007,61.69541138
Georgia,New products value added,1962,
Georgia,Domestic credit provided,1962,
Georgia,Exports of goods and services,1962,
Georgia,Parents rate,1962,2.95
Georgia,Imports of goods and services,1962,
Georgia,"Industry, value added",1962,
Georgia,Customers local visits (per year),1962,64.23434146
Georgia,Customers density,1962,65.78781623
Georgia,"Services, etc., value added",1962,
Georgia,New products value added,1967,
Georgia,Domestic credit provided,1967,
Georgia,Exports of goods and services,1967,
Georgia,Parents rate,1967,2.68
Georgia,Imports of goods and services,1967,
Georgia,"Industry, value added",1967,
Georgia,Customers local visits (per year),1967,66.1822439
Georgia,Customers density,1967,70.08292802
Georgia,"Services, etc., value added",1967,
Georgia,New products value added,1972,
Georgia,Domestic credit provided,1972,
Georgia,Exports of goods and services,1972,
Georgia,Parents rate,1972,2.579
Georgia,Imports of goods and services,1972,
Georgia,"Industry, value added",1972,
Georgia,Customers local visits (per year),1972,67.77717073
Georgia,Customers density,1972,73.57325309
Georgia,"Services, etc., value added",1972,
Georgia,New products value added,1977,
Georgia,Domestic credit provided,1977,
Georgia,Exports of goods and services,1977,
Georgia,Parents rate,1977,2.419
Georgia,Imports of goods and services,1977,
Georgia,"Industry, value added",1977,
Georgia,Customers local visits (per year),1977,69.13565854
Georgia,Customers density,1977,76.49147976
Georgia,"Services, etc., value added",1977,
Georgia,New products value added,1982,23.14049587
Georgia,Domestic credit provided,1982,
Georgia,Exports of goods and services,1982,
Georgia,Parents rate,1982,2.284
Georgia,Imports of goods and services,1982,
Georgia,"Industry, value added",1982,38.01652893
Georgia,Customers local visits (per year),1982,69.44929268
Georgia,Customers density,1982,79.47793835
Georgia,"Services, etc., value added",1982,38.84297521
Georgia,New products value added,1987,24.24242424
Georgia,Domestic credit provided,1987,
Georgia,Exports of goods and services,1987,41.54929577
Georgia,Parents rate,1987,2.26
Georgia,Imports of goods and services,1987,40.84507042
Georgia,"Industry, value added",1987,37.87878788
Georgia,Customers local visits (per year),1987,69.99263415
Georgia,Customers density,1987,82.98925785
Georgia,"Services, etc., value added",1987,37.87878788
Georgia,New products value added,1992,52.91327913
Georgia,Domestic credit provided,1992,
Georgia,Exports of goods and services,1992,35.65683646
Georgia,Parents rate,1992,2.076
Georgia,Imports of goods and services,1992,66.28686327
Georgia,"Industry, value added",1992,23.91598916
Georgia,Customers local visits (per year),1992,69.94773171
Georgia,Customers density,1992,85.26365513
Georgia,"Services, etc., value added",1992,23.17073171
Georgia,New products value added,1997,29.23739659
Georgia,Domestic credit provided,1997,12.86708203
Georgia,Exports of goods and services,1997,15.61013265
Georgia,Parents rate,1997,1.749
Georgia,Imports of goods and services,1997,42.14259474
Georgia,"Industry, value added",1997,23.61895024
Georgia,Customers local visits (per year),1997,70.71473171
Georgia,Customers density,1997,79.28199027
Georgia,"Services, etc., value added",1997,47.14365316
Georgia,New products value added,2002,20.61035136
Georgia,Domestic credit provided,2002,20.08061955
Georgia,Exports of goods and services,2002,29.22917383
Georgia,Parents rate,2002,1.593
Georgia,Imports of goods and services,2002,42.39970193
Georgia,"Industry, value added",2002,24.35505865
Georgia,Customers local visits (per year),2002,72.21107317
Georgia,Customers density,2002,76.22729977
Georgia,"Services, etc., value added",2002,55.03459142
Georgia,New products value added,2007,10.69548306
Georgia,Domestic credit provided,2007,31.06721134
Georgia,Exports of goods and services,2007,31.20571571
Georgia,Parents rate,2007,1.758
Georgia,Imports of goods and services,2007,57.95058307
Georgia,"Industry, value added",2007,24.30882856
Georgia,Customers local visits (per year),2007,73.42102439
Georgia,Customers density,2007,71.41607474
Georgia,"Services, etc., value added",2007,64.99568907
Germany,New products value added,1962,
Germany,Domestic credit provided,1962,
Germany,Exports of goods and services,1962,
Germany,Parents rate,1962,2.44
Germany,Imports of goods and services,1962,
Germany,"Industry, value added",1962,
Germany,Customers local visits (per year),1962,69.6925122
Germany,Customers density,1962,212.0292842
Germany,"Services, etc., value added",1962,
